,Bordeaux-style Red Blend,Cabernet Sauvignon,Chardonnay,Pinot Noir,Red Blend
2612,87.0,85.0,91.0,88.0,89.0
2613,87.0,85.0,91.0,90.0,89.0
2614,87.0,89.0,87.0,90.0,89.0
2615,88.0,93.0,87.0,90.0,89.0
2616,88.0,93.0,87.0,90.0,89.0
2617,93.0,87.0,87.0,90.0,88.0
2618,94.0,87.0,87.0,90.0,88.0
2619,93.0,88.0,91.0,90.0,88.0
2620,93.0,87.0,91.0,90.0,88.0
2621,93.0,83.0,91.0,90.0,88.0
2622,93.0,82.0,91.0,88.0,87.0
2623,93.0,82.0,91.0,88.0,85.0
2624,93.0,82.0,84.0,88.0,91.0
2625,93.0,87.0,84.0,88.0,91.0
2626,93.0,87.0,84.0,88.0,91.0
2627,93.0,88.0,92.0,90.0,94.0
2628,81.0,89.0,92.0,90.0,94.0
2629,86.0,89.0,92.0,90.0,94.0
2630,86.0,92.0,92.0,87.0,94.0
2631,86.0,92.0,92.0,90.0,94.0
2632,85.0,92.0,87.0,89.0,94.0
2633,82.0,82.0,87.0,89.0,94.0
2634,92.0,82.0,86.0,87.0,93.0
2635,92.0,82.0,86.0,87.0,93.0
2636,86.0,81.0,89.0,89.0,93.0
2637,86.0,87.0,89.0,89.0,84.0
2638,86.0,91.0,89.0,89.0,84.0
2639,86.0,87.0,88.0,89.0,88.0
2640,98.0,87.0,88.0,89.0,87.0
2641,97.0,87.0,88.0,87.0,89.0
2642,97.0,88.0,91.0,87.0,89.0
2643,95.0,88.0,91.0,87.0,83.0
2644,95.0,88.0,83.0,89.0,83.0
2645,95.0,84.0,83.0,89.0,87.0
2646,95.0,84.0,83.0,89.0,87.0
2647,88.0,84.0,83.0,87.0,87.0
2648,92.0,84.0,83.0,87.0,84.0
2649,92.0,89.0,83.0,87.0,84.0
2650,92.0,87.0,91.0,87.0,84.0
2651,92.0,87.0,91.0,89.0,92.0
2652,92.0,87.0,87.0,88.0,92.0
2653,92.0,91.0,87.0,88.0,92.0
2654,86.0,91.0,87.0,88.0,92.0
2655,86.0,92.0,87.0,88.0,92.0
2656,86.0,92.0,87.0,88.0,93.0
2657,94.0,91.0,84.0,88.0,93.0
2658,92.0,91.0,84.0,88.0,93.0
2659,92.0,92.0,92.0,88.0,93.0
2660,92.0,95.0,92.0,88.0,93.0
2661,87.0,87.0,91.0,86.0,93.0
2662,86.0,87.0,91.0,88.0,93.0
2663,94.0,87.0,91.0,88.0,84.0
2664,91.0,86.0,91.0,88.0,84.0
2665,91.0,87.0,87.0,88.0,83.0
2666,92.0,84.0,87.0,88.0,87.0
2667,92.0,83.0,89.0,88.0,86.0
2668,91.0,89.0,86.0,86.0,87.0
2669,86.0,89.0,82.0,86.0,87.0
2670,93.0,89.0,81.0,88.0,88.0
2671,91.0,89.0,81.0,88.0,88.0
2672,87.0,87.0,81.0,88.0,88.0
2673,87.0,87.0,80.0,88.0,88.0
2674,91.0,87.0,91.0,88.0,88.0
2675,91.0,87.0,91.0,88.0,88.0
2676,84.0,87.0,91.0,88.0,88.0
2677,84.0,91.0,87.0,86.0,82.0
2678,85.0,90.0,87.0,86.0,82.0
2679,84.0,90.0,87.0,86.0,87.0
2680,91.0,87.0,84.0,88.0,92.0
2681,91.0,87.0,84.0,86.0,92.0
2682,91.0,87.0,84.0,87.0,92.0
2683,90.0,87.0,84.0,87.0,92.0
2684,87.0,87.0,84.0,85.0,92.0
2685,85.0,91.0,83.0,85.0,84.0
2686,84.0,86.0,91.0,87.0,83.0
2687,84.0,86.0,91.0,87.0,93.0
2688,93.0,86.0,91.0,87.0,93.0
2689,91.0,86.0,91.0,85.0,93.0
2690,91.0,87.0,91.0,85.0,93.0
2691,91.0,87.0,91.0,85.0,93.0
2692,91.0,82.0,87.0,85.0,93.0
2693,90.0,88.0,89.0,85.0,86.0
2694,87.0,88.0,89.0,85.0,83.0
2695,97.0,88.0,88.0,85.0,82.0
2696,85.0,90.0,95.0,87.0,88.0
2697,85.0,87.0,91.0,87.0,88.0
2698,85.0,87.0,91.0,86.0,88.0
2699,84.0,87.0,91.0,86.0,88.0
2700,92.0,86.0,91.0,86.0,88.0
2701,90.0,91.0,90.0,86.0,88.0
2702,90.0,90.0,90.0,86.0,88.0
2703,90.0,90.0,87.0,86.0,88.0
2704,90.0,87.0,87.0,83.0,87.0
2705,95.0,87.0,87.0,86.0,81.0
2706,92.0,87.0,87.0,85.0,81.0
2707,84.0,86.0,87.0,95.0,80.0
2708,99.0,86.0,87.0,95.0,92.0
2709,99.0,86.0,83.0,85.0,92.0
2710,98.0,86.0,83.0,85.0,92.0
2711,98.0,94.0,83.0,85.0,92.0
2712,98.0,94.0,83.0,93.0,92.0
2713,97.0,93.0,91.0,85.0,90.0
2714,97.0,86.0,91.0,85.0,90.0
2715,97.0,86.0,91.0,84.0,82.0
2716,97.0,86.0,91.0,93.0,93.0
2717,96.0,86.0,91.0,93.0,92.0
2718,90.0,86.0,87.0,93.0,92.0
2719,93.0,87.0,87.0,93.0,92.0
2720,92.0,88.0,88.0,93.0,92.0
2721,92.0,88.0,88.0,93.0,92.0
2722,85.0,88.0,88.0,84.0,92.0
2723,83.0,88.0,85.0,84.0,92.0
2724,83.0,88.0,85.0,92.0,92.0
2725,92.0,88.0,85.0,84.0,92.0
2726,92.0,90.0,88.0,84.0,86.0
2727,96.0,90.0,88.0,92.0,86.0
2728,96.0,86.0,88.0,92.0,88.0
2729,96.0,86.0,88.0,92.0,88.0
2730,96.0,86.0,88.0,92.0,88.0
2731,96.0,86.0,91.0,83.0,88.0
2732,96.0,86.0,94.0,83.0,88.0
2733,96.0,86.0,90.0,83.0,88.0
2734,96.0,86.0,90.0,82.0,90.0
2735,96.0,93.0,87.0,82.0,80.0
2736,96.0,86.0,87.0,82.0,86.0
2737,95.0,86.0,87.0,81.0,86.0
2738,95.0,86.0,87.0,95.0,92.0
2739,95.0,86.0,87.0,95.0,92.0
2740,95.0,86.0,82.0,91.0,92.0
2741,95.0,94.0,82.0,91.0,92.0
2742,95.0,88.0,88.0,91.0,92.0
2743,95.0,88.0,88.0,94.0,92.0
2744,95.0,88.0,88.0,94.0,84.0
2745,95.0,90.0,88.0,94.0,93.0
2746,95.0,86.0,91.0,91.0,88.0
2747,95.0,86.0,91.0,91.0,88.0
2748,95.0,90.0,91.0,91.0,88.0
2749,95.0,93.0,87.0,91.0,88.0
2750,89.0,93.0,87.0,91.0,88.0
2751,90.0,92.0,87.0,93.0,88.0
2752,90.0,86.0,87.0,93.0,85.0
2753,86.0,86.0,87.0,93.0,85.0
2754,86.0,85.0,88.0,90.0,85.0
2755,86.0,87.0,88.0,90.0,90.0
2756,92.0,90.0,85.0,90.0,93.0
2757,91.0,94.0,85.0,90.0,87.0
2758,84.0,94.0,88.0,92.0,87.0
2759,84.0,88.0,88.0,90.0,88.0
2760,84.0,88.0,88.0,90.0,84.0
2761,82.0,88.0,88.0,92.0,83.0
2762,82.0,88.0,88.0,92.0,87.0
2763,95.0,90.0,88.0,92.0,92.0
2764,95.0,90.0,82.0,92.0,92.0
2765,95.0,90.0,82.0,92.0,92.0
2766,95.0,90.0,87.0,90.0,92.0
2767,94.0,86.0,87.0,90.0,92.0
2768,94.0,86.0,87.0,90.0,92.0
2769,94.0,86.0,87.0,91.0,92.0
2770,94.0,85.0,87.0,91.0,88.0
2771,94.0,90.0,91.0,91.0,88.0
2772,94.0,90.0,90.0,91.0,88.0
2773,94.0,85.0,90.0,91.0,88.0
2774,94.0,85.0,86.0,91.0,85.0
2775,94.0,85.0,86.0,89.0,89.0
2776,94.0,85.0,86.0,89.0,89.0
2777,94.0,92.0,85.0,91.0,89.0
2778,94.0,92.0,85.0,91.0,89.0
2779,94.0,85.0,85.0,91.0,88.0
2780,94.0,87.0,90.0,90.0,88.0
2781,94.0,90.0,84.0,90.0,88.0
2782,94.0,88.0,88.0,90.0,83.0
2783,94.0,89.0,88.0,90.0,82.0
2784,90.0,85.0,88.0,90.0,91.0
2785,89.0,85.0,88.0,89.0,91.0
2786,84.0,85.0,88.0,89.0,91.0
2787,84.0,89.0,82.0,90.0,91.0
2788,82.0,85.0,82.0,90.0,91.0
2789,94.0,85.0,81.0,90.0,91.0
2790,93.0,85.0,81.0,89.0,88.0
2791,93.0,92.0,95.0,89.0,88.0
2792,93.0,92.0,87.0,89.0,88.0
2793,93.0,92.0,87.0,90.0,85.0
2794,93.0,86.0,87.0,90.0,85.0
2795,93.0,85.0,87.0,89.0,85.0
2796,93.0,90.0,87.0,89.0,84.0
2797,93.0,93.0,87.0,90.0,89.0
2798,93.0,93.0,87.0,90.0,82.0
2799,93.0,89.0,90.0,90.0,81.0
2800,93.0,89.0,90.0,90.0,87.0
2801,93.0,85.0,85.0,89.0,91.0
2802,93.0,85.0,84.0,89.0,91.0
2803,93.0,85.0,84.0,89.0,91.0
2804,93.0,85.0,84.0,88.0,91.0
2805,93.0,85.0,85.0,89.0,91.0
2806,93.0,92.0,85.0,89.0,91.0
2807,93.0,92.0,85.0,89.0,91.0
2808,93.0,86.0,86.0,89.0,91.0
2809,93.0,86.0,86.0,89.0,87.0
2810,93.0,86.0,86.0,89.0,87.0
2811,93.0,86.0,86.0,88.0,87.0
2812,93.0,85.0,90.0,88.0,87.0
2813,93.0,85.0,89.0,88.0,87.0
2814,93.0,85.0,84.0,88.0,92.0
2815,90.0,93.0,84.0,88.0,92.0
2816,91.0,93.0,84.0,88.0,87.0
2817,93.0,87.0,88.0,88.0,87.0
2818,93.0,87.0,88.0,88.0,88.0
2819,93.0,87.0,88.0,88.0,88.0
2820,93.0,90.0,94.0,88.0,88.0
2821,93.0,89.0,94.0,88.0,88.0
2822,93.0,89.0,94.0,88.0,88.0
2823,92.0,89.0,94.0,88.0,88.0
2824,92.0,89.0,87.0,88.0,84.0
2825,92.0,85.0,86.0,88.0,89.0
2826,92.0,84.0,86.0,88.0,89.0
2827,92.0,84.0,86.0,88.0,89.0
2828,92.0,84.0,86.0,88.0,89.0
2829,92.0,84.0,86.0,88.0,87.0
2830,92.0,84.0,86.0,88.0,87.0
2831,92.0,84.0,86.0,88.0,87.0
2832,92.0,93.0,84.0,87.0,91.0
2833,92.0,93.0,84.0,88.0,91.0
2834,92.0,86.0,84.0,88.0,91.0
2835,92.0,86.0,84.0,88.0,91.0
2836,92.0,84.0,84.0,87.0,91.0
2837,92.0,93.0,90.0,87.0,91.0
2838,92.0,92.0,90.0,87.0,91.0
2839,90.0,92.0,90.0,87.0,91.0
2840,86.0,92.0,90.0,87.0,91.0
2841,90.0,92.0,90.0,87.0,91.0
2842,92.0,84.0,86.0,87.0,91.0
2843,92.0,84.0,85.0,87.0,91.0
2844,92.0,84.0,89.0,87.0,91.0
2845,92.0,88.0,89.0,87.0,91.0
2846,92.0,88.0,90.0,87.0,87.0
2847,92.0,87.0,90.0,87.0,87.0
2848,92.0,87.0,90.0,87.0,89.0
2849,92.0,87.0,89.0,87.0,89.0
2850,92.0,90.0,83.0,87.0,87.0
2851,92.0,90.0,83.0,87.0,90.0
2852,91.0,90.0,83.0,87.0,90.0
2853,91.0,86.0,88.0,87.0,90.0
2854,91.0,86.0,88.0,87.0,90.0
2855,91.0,86.0,88.0,87.0,90.0
2856,91.0,88.0,93.0,87.0,90.0
2857,91.0,88.0,93.0,87.0,91.0
2858,91.0,88.0,86.0,87.0,91.0
2859,91.0,88.0,86.0,87.0,91.0
2860,91.0,84.0,86.0,87.0,87.0
2861,91.0,84.0,86.0,87.0,86.0
2862,91.0,92.0,86.0,86.0,87.0
2863,91.0,83.0,86.0,86.0,87.0
2864,91.0,83.0,84.0,86.0,87.0
2865,91.0,91.0,84.0,86.0,87.0
2866,91.0,91.0,84.0,86.0,83.0
2867,91.0,91.0,84.0,86.0,83.0
2868,93.0,90.0,83.0,86.0,83.0
2869,89.0,86.0,86.0,86.0,83.0
2870,89.0,85.0,86.0,86.0,83.0
2871,85.0,87.0,86.0,85.0,82.0
2872,89.0,88.0,90.0,86.0,88.0
2873,89.0,89.0,90.0,86.0,90.0
2874,90.0,92.0,90.0,86.0,90.0
2875,92.0,92.0,90.0,86.0,90.0
2876,91.0,92.0,90.0,86.0,90.0
2877,91.0,84.0,90.0,86.0,90.0
2878,91.0,83.0,90.0,85.0,90.0
2879,91.0,91.0,90.0,86.0,90.0
2880,91.0,80.0,85.0,86.0,90.0
2881,91.0,85.0,85.0,86.0,90.0
2882,91.0,85.0,88.0,85.0,90.0
2883,91.0,85.0,89.0,85.0,87.0
2884,91.0,90.0,89.0,85.0,87.0
2885,91.0,90.0,82.0,85.0,91.0
2886,91.0,90.0,88.0,84.0,91.0
2887,91.0,90.0,88.0,85.0,91.0
2888,91.0,90.0,88.0,85.0,91.0
2889,91.0,89.0,88.0,84.0,87.0
2890,91.0,89.0,88.0,85.0,87.0
2891,91.0,87.0,88.0,85.0,87.0
2892,91.0,87.0,88.0,85.0,87.0
2893,90.0,87.0,92.0,85.0,87.0
2894,90.0,92.0,92.0,84.0,81.0
2895,90.0,88.0,83.0,83.0,88.0
2896,90.0,88.0,83.0,83.0,88.0
2897,90.0,83.0,83.0,82.0,88.0
2898,90.0,90.0,83.0,85.0,88.0
2899,88.0,98.0,83.0,85.0,90.0
2900,82.0,97.0,83.0,85.0,90.0
2901,88.0,97.0,86.0,85.0,90.0
2902,90.0,96.0,86.0,85.0,90.0
2903,92.0,85.0,86.0,85.0,90.0
2904,92.0,90.0,86.0,95.0,90.0
2905,90.0,87.0,86.0,95.0,90.0
2906,90.0,89.0,86.0,95.0,90.0
2907,90.0,88.0,86.0,94.0,90.0
2908,90.0,87.0,85.0,84.0,90.0
2909,90.0,87.0,85.0,84.0,90.0
2910,90.0,87.0,90.0,94.0,90.0
2911,90.0,83.0,90.0,94.0,90.0
2912,90.0,82.0,90.0,84.0,86.0
2913,90.0,82.0,90.0,83.0,86.0
2914,90.0,95.0,85.0,93.0,91.0
2915,90.0,94.0,85.0,82.0,87.0
2916,90.0,94.0,85.0,82.0,87.0
2917,90.0,85.0,85.0,82.0,86.0
2918,89.0,85.0,84.0,93.0,86.0
2919,89.0,85.0,89.0,93.0,94.0
2920,89.0,87.0,88.0,81.0,94.0
2921,89.0,89.0,88.0,96.0,94.0
2922,89.0,89.0,88.0,95.0,88.0
2923,89.0,89.0,95.0,94.0,88.0
2924,89.0,89.0,94.0,94.0,90.0
2925,89.0,87.0,88.0,94.0,90.0
2926,89.0,89.0,87.0,94.0,90.0
2927,89.0,89.0,86.0,92.0,90.0
2928,89.0,87.0,86.0,94.0,90.0
2929,89.0,87.0,86.0,93.0,86.0
2930,89.0,87.0,86.0,93.0,86.0
2931,89.0,92.0,86.0,93.0,86.0
2932,88.0,91.0,92.0,93.0,86.0
2933,87.0,91.0,92.0,93.0,93.0
2934,83.0,91.0,83.0,93.0,87.0
2935,83.0,91.0,82.0,93.0,87.0
2936,83.0,91.0,82.0,92.0,87.0
2937,91.0,82.0,82.0,92.0,87.0
2938,89.0,82.0,82.0,93.0,87.0
2939,89.0,82.0,85.0,93.0,94.0
2940,89.0,82.0,85.0,92.0,94.0
2941,89.0,82.0,85.0,92.0,94.0
2942,89.0,93.0,90.0,92.0,88.0
2943,88.0,93.0,90.0,92.0,88.0
2944,88.0,93.0,90.0,92.0,90.0
2945,88.0,93.0,84.0,92.0,89.0
2946,88.0,93.0,84.0,92.0,89.0
2947,88.0,93.0,84.0,92.0,89.0
2948,88.0,90.0,88.0,92.0,85.0
2949,88.0,90.0,88.0,92.0,85.0
2950,88.0,84.0,88.0,91.0,85.0
2951,88.0,87.0,88.0,91.0,87.0
2952,88.0,87.0,94.0,91.0,87.0
2953,88.0,87.0,94.0,91.0,87.0
2954,88.0,87.0,87.0,91.0,87.0
2955,88.0,89.0,87.0,91.0,87.0
2956,88.0,87.0,87.0,91.0,87.0
2957,87.0,87.0,86.0,91.0,87.0
2958,87.0,87.0,86.0,91.0,93.0
2959,87.0,91.0,86.0,90.0,88.0
2960,87.0,81.0,86.0,90.0,88.0
2961,86.0,96.0,92.0,90.0,88.0
2962,85.0,96.0,92.0,90.0,88.0
2963,84.0,93.0,92.0,90.0,85.0
2964,88.0,93.0,82.0,90.0,89.0
2965,82.0,93.0,85.0,90.0,89.0
2966,82.0,92.0,85.0,90.0,89.0
2967,82.0,90.0,85.0,91.0,89.0
2968,89.0,90.0,85.0,88.0,89.0
2969,88.0,83.0,85.0,88.0,89.0
2970,95.0,87.0,85.0,88.0,89.0
2971,87.0,87.0,85.0,91.0,89.0
2972,86.0,87.0,84.0,91.0,85.0
2973,90.0,86.0,84.0,91.0,87.0
2974,89.0,89.0,84.0,91.0,86.0
2975,89.0,89.0,84.0,91.0,85.0
2976,93.0,89.0,89.0,91.0,85.0
2977,88.0,88.0,89.0,91.0,85.0
2978,94.0,87.0,89.0,91.0,85.0
2979,86.0,87.0,89.0,91.0,90.0
2980,93.0,87.0,88.0,91.0,93.0
2981,93.0,87.0,88.0,91.0,93.0
2982,87.0,95.0,88.0,91.0,93.0
2983,92.0,95.0,94.0,91.0,93.0
2984,89.0,95.0,93.0,91.0,88.0
2985,89.0,94.0,88.0,89.0,88.0
2986,87.0,94.0,87.0,89.0,88.0
2987,87.0,94.0,87.0,91.0,87.0
2988,86.0,94.0,87.0,91.0,89.0
2989,86.0,94.0,85.0,91.0,89.0
2990,89.0,94.0,85.0,91.0,89.0
2991,92.0,89.0,85.0,87.0,89.0
2992,87.0,86.0,85.0,87.0,85.0
2993,86.0,86.0,85.0,87.0,85.0
2994,86.0,97.0,85.0,89.0,86.0
2995,85.0,88.0,85.0,89.0,86.0
2996,85.0,88.0,95.0,89.0,90.0
2997,92.0,91.0,85.0,85.0,93.0
2998,90.0,91.0,84.0,85.0,93.0
2999,89.0,91.0,84.0,85.0,93.0
3000,88.0,86.0,88.0,87.0,93.0
3001,85.0,93.0,88.0,87.0,87.0
3002,91.0,93.0,89.0,87.0,87.0
3003,91.0,93.0,89.0,87.0,90.0
3004,87.0,93.0,89.0,88.0,89.0
3005,84.0,93.0,89.0,88.0,89.0
3006,84.0,93.0,89.0,91.0,89.0
3007,90.0,93.0,93.0,91.0,89.0
3008,90.0,93.0,93.0,91.0,89.0
3009,88.0,87.0,93.0,91.0,89.0
3010,87.0,87.0,88.0,91.0,85.0
3011,87.0,92.0,88.0,91.0,85.0
3012,87.0,92.0,87.0,91.0,84.0
3013,84.0,89.0,87.0,84.0,91.0
3014,90.0,89.0,85.0,84.0,93.0
3015,90.0,89.0,85.0,84.0,93.0
3016,87.0,86.0,85.0,91.0,93.0
3017,87.0,86.0,85.0,91.0,93.0
3018,87.0,95.0,85.0,91.0,86.0
3019,90.0,95.0,85.0,89.0,86.0
3020,90.0,95.0,85.0,89.0,86.0
3021,88.0,94.0,91.0,89.0,86.0
3022,85.0,94.0,91.0,91.0,88.0
3023,85.0,94.0,91.0,91.0,88.0
3024,84.0,88.0,84.0,91.0,88.0
3025,83.0,91.0,84.0,91.0,88.0
3026,83.0,91.0,84.0,91.0,88.0
3027,83.0,86.0,84.0,91.0,88.0
3028,90.0,86.0,84.0,91.0,84.0
3029,90.0,86.0,84.0,90.0,93.0
3030,90.0,86.0,93.0,90.0,93.0
3031,84.0,86.0,83.0,89.0,93.0
3032,90.0,92.0,83.0,89.0,93.0
3033,90.0,92.0,89.0,89.0,92.0
3034,90.0,92.0,89.0,89.0,92.0
3035,90.0,91.0,89.0,84.0,88.0
3036,87.0,91.0,87.0,84.0,88.0
3037,88.0,89.0,87.0,83.0,87.0
3038,90.0,89.0,87.0,83.0,90.0
3039,87.0,89.0,85.0,88.0,90.0
3040,88.0,89.0,85.0,89.0,90.0
3041,88.0,89.0,85.0,89.0,90.0
3042,88.0,86.0,84.0,89.0,88.0
3043,88.0,94.0,84.0,87.0,88.0
3044,88.0,94.0,84.0,87.0,88.0
3045,88.0,93.0,91.0,87.0,88.0
3046,88.0,93.0,92.0,87.0,88.0
3047,92.0,88.0,92.0,91.0,88.0
3048,92.0,88.0,84.0,91.0,88.0
3049,92.0,88.0,84.0,91.0,92.0
3050,92.0,87.0,84.0,91.0,92.0
3051,92.0,87.0,84.0,91.0,91.0
3052,92.0,91.0,88.0,91.0,91.0
3053,92.0,91.0,88.0,84.0,90.0
3054,93.0,91.0,87.0,84.0,90.0
3055,89.0,91.0,87.0,84.0,86.0
3056,89.0,86.0,87.0,90.0,86.0
3057,89.0,86.0,89.0,90.0,85.0
3058,89.0,91.0,89.0,90.0,87.0
3059,89.0,91.0,89.0,90.0,87.0
3060,83.0,91.0,89.0,90.0,87.0
3061,83.0,92.0,82.0,90.0,88.0
3062,83.0,92.0,87.0,90.0,92.0
3063,88.0,92.0,91.0,90.0,92.0
3064,87.0,92.0,84.0,90.0,92.0
3065,87.0,92.0,84.0,90.0,92.0
3066,87.0,88.0,84.0,90.0,84.0
3067,93.0,86.0,84.0,90.0,88.0
3068,92.0,86.0,84.0,90.0,88.0
3069,92.0,89.0,84.0,83.0,88.0
3070,92.0,93.0,84.0,83.0,88.0
3071,92.0,93.0,84.0,83.0,88.0
3072,81.0,93.0,84.0,83.0,88.0
3073,89.0,93.0,92.0,82.0,88.0
3074,92.0,87.0,92.0,82.0,88.0
3075,92.0,87.0,87.0,88.0,88.0
3076,92.0,87.0,87.0,88.0,82.0
3077,92.0,87.0,87.0,87.0,87.0
3078,92.0,87.0,86.0,87.0,90.0
3079,92.0,90.0,87.0,91.0,90.0
3080,92.0,86.0,87.0,91.0,90.0
3081,92.0,86.0,89.0,91.0,89.0
3082,92.0,86.0,88.0,91.0,89.0
3083,92.0,86.0,88.0,89.0,89.0
3084,91.0,91.0,88.0,89.0,89.0
3085,91.0,91.0,82.0,89.0,92.0
3086,91.0,91.0,82.0,87.0,92.0
3087,91.0,91.0,82.0,87.0,83.0
3088,91.0,91.0,87.0,86.0,90.0
3089,91.0,91.0,87.0,86.0,99.0
3090,87.0,91.0,87.0,86.0,97.0
3091,87.0,91.0,87.0,86.0,96.0
3092,87.0,91.0,87.0,89.0,96.0
3093,87.0,85.0,92.0,89.0,95.0
3094,87.0,88.0,90.0,89.0,95.0
3095,87.0,92.0,90.0,89.0,95.0
3096,87.0,92.0,84.0,89.0,85.0
3097,87.0,92.0,84.0,89.0,90.0
3098,89.0,92.0,84.0,90.0,90.0
3099,93.0,92.0,83.0,90.0,89.0
3100,93.0,87.0,83.0,90.0,87.0
3101,91.0,90.0,83.0,90.0,87.0
3102,91.0,90.0,93.0,83.0,92.0
3103,91.0,90.0,86.0,82.0,92.0
3104,91.0,90.0,86.0,90.0,92.0
3105,91.0,90.0,86.0,90.0,92.0
3106,91.0,86.0,86.0,82.0,87.0
3107,91.0,86.0,86.0,81.0,87.0
3108,91.0,86.0,83.0,81.0,87.0
3109,91.0,85.0,83.0,88.0,87.0
3110,91.0,85.0,82.0,88.0,83.0
3111,91.0,86.0,87.0,87.0,82.0
3112,91.0,86.0,87.0,87.0,82.0
3113,87.0,91.0,87.0,87.0,95.0
3114,94.0,91.0,88.0,87.0,95.0
3115,94.0,91.0,88.0,90.0,94.0
3116,89.0,90.0,87.0,90.0,94.0
3117,89.0,90.0,87.0,90.0,94.0
3118,89.0,85.0,87.0,89.0,94.0
3119,88.0,88.0,81.0,89.0,94.0
3120,88.0,88.0,81.0,89.0,94.0
3121,93.0,92.0,81.0,89.0,94.0
3122,92.0,92.0,92.0,86.0,94.0
3123,92.0,92.0,92.0,86.0,93.0
3124,91.0,87.0,92.0,86.0,93.0
3125,91.0,87.0,90.0,86.0,84.0
3126,91.0,87.0,83.0,89.0,90.0
3127,91.0,87.0,81.0,88.0,90.0
3128,91.0,90.0,81.0,90.0,87.0
3129,90.0,90.0,81.0,90.0,87.0
3130,86.0,90.0,80.0,90.0,87.0
3131,86.0,90.0,80.0,90.0,89.0
3132,86.0,90.0,86.0,90.0,89.0
3133,86.0,90.0,86.0,90.0,89.0
3134,86.0,90.0,86.0,90.0,87.0
3135,86.0,90.0,86.0,90.0,87.0
3136,86.0,90.0,86.0,90.0,87.0
3137,88.0,85.0,88.0,90.0,91.0
3138,88.0,85.0,88.0,81.0,82.0
3139,93.0,91.0,88.0,97.0,93.0
3140,91.0,91.0,90.0,96.0,93.0
3141,86.0,88.0,90.0,95.0,93.0
3142,86.0,88.0,82.0,94.0,93.0
3143,86.0,87.0,82.0,94.0,93.0
3144,86.0,87.0,82.0,94.0,93.0
3145,86.0,87.0,80.0,80.0,93.0
3146,86.0,90.0,94.0,97.0,93.0
3147,86.0,90.0,86.0,96.0,93.0
3148,85.0,90.0,86.0,90.0,93.0
3149,92.0,90.0,86.0,90.0,90.0
3150,92.0,85.0,86.0,90.0,84.0
3151,90.0,85.0,88.0,90.0,84.0
3152,90.0,85.0,88.0,90.0,84.0
3153,86.0,85.0,92.0,90.0,84.0
3154,85.0,90.0,84.0,90.0,89.0
3155,85.0,90.0,84.0,90.0,89.0
3156,85.0,90.0,84.0,86.0,89.0
3157,88.0,90.0,94.0,86.0,89.0
3158,88.0,88.0,94.0,86.0,87.0
3159,88.0,85.0,88.0,88.0,87.0
3160,85.0,91.0,87.0,88.0,87.0
3161,90.0,87.0,87.0,88.0,91.0
3162,90.0,87.0,88.0,94.0,91.0
3163,85.0,87.0,88.0,94.0,91.0
3164,85.0,86.0,88.0,94.0,91.0
3165,92.0,85.0,88.0,94.0,91.0
3166,92.0,85.0,85.0,95.0,91.0
3167,91.0,93.0,85.0,95.0,81.0
3168,87.0,92.0,85.0,95.0,80.0
3169,87.0,90.0,85.0,94.0,80.0
3170,87.0,90.0,90.0,89.0,95.0
3171,87.0,85.0,94.0,89.0,93.0
3172,85.0,85.0,94.0,89.0,93.0
3173,84.0,85.0,94.0,89.0,93.0
3174,87.0,90.0,93.0,97.0,93.0
3175,87.0,89.0,88.0,97.0,93.0
3176,87.0,91.0,88.0,97.0,92.0
3177,89.0,91.0,88.0,96.0,92.0
3178,82.0,91.0,87.0,96.0,92.0
3179,84.0,91.0,88.0,96.0,92.0
3180,84.0,88.0,84.0,95.0,92.0
3181,84.0,88.0,84.0,90.0,92.0
3182,87.0,86.0,83.0,90.0,92.0
3183,87.0,86.0,83.0,90.0,92.0
3184,87.0,86.0,93.0,90.0,90.0
3185,87.0,86.0,93.0,90.0,83.0
3186,89.0,86.0,92.0,90.0,89.0
3187,89.0,85.0,88.0,90.0,88.0
3188,85.0,85.0,85.0,86.0,91.0
3189,84.0,85.0,85.0,86.0,91.0
3190,83.0,85.0,85.0,88.0,91.0
3191,87.0,84.0,90.0,88.0,91.0
3192,86.0,84.0,89.0,94.0,91.0
3193,86.0,84.0,89.0,94.0,91.0
3194,88.0,84.0,93.0,94.0,91.0
3195,93.0,89.0,92.0,94.0,87.0
3196,86.0,89.0,87.0,93.0,87.0
3197,86.0,90.0,87.0,93.0,87.0
3198,86.0,90.0,87.0,93.0,87.0
3199,84.0,90.0,87.0,86.0,87.0
3200,86.0,92.0,87.0,85.0,87.0
3201,86.0,92.0,83.0,95.0,87.0
3202,86.0,87.0,83.0,95.0,89.0
3203,86.0,84.0,83.0,95.0,94.0
3204,86.0,91.0,82.0,95.0,94.0
3205,88.0,88.0,87.0,95.0,92.0
3206,86.0,88.0,87.0,94.0,92.0
3207,86.0,87.0,91.0,89.0,92.0
3208,86.0,87.0,91.0,89.0,92.0
3209,86.0,86.0,88.0,89.0,92.0
3210,84.0,86.0,88.0,89.0,92.0
3211,87.0,86.0,88.0,88.0,92.0
3212,87.0,84.0,88.0,90.0,92.0
3213,85.0,84.0,88.0,90.0,92.0
3214,95.0,84.0,85.0,90.0,89.0
3215,85.0,90.0,84.0,90.0,81.0
3216,85.0,92.0,89.0,90.0,88.0
3217,84.0,89.0,92.0,90.0,88.0
